Time Period,start:,2020/10/17 15:49,end:,,,,,,
2020/10/18 8:29,34.85645817,135.6725172,16,nan,nan,45,65.5,18.9,0
2020/10/18 8:29,34.85583802,135.6718206,17.78,nan,nan,48,71.4,2.2,0
2020/10/18 8:30,34.854791,135.6702593,18.8,nan,nan,63.2,106.1,1.2,0
2020/10/18 8:31,34.85382083,135.6679177,12.6,nan,nan,51.9,85.4,20.3,0
2020/10/18 8:32,34.853812,135.6667558,11.5,nan,nan,69.1,121.2,22.2,0
2020/10/18 8:32,34.8550295,135.6663547,5.6,nan,nan,90.4,231.4,0.7,0
2020/10/18 8:33,34.85649667,135.6678037,-0.6,nan,nan,63.3,102.6,23.4,0
2020/10/18 8:34,34.8582635,135.668949,4.5,nan,nan,59.1,101.7,18.2,0
2020/10/18 8:35,34.85983333,135.6696242,8.1,nan,nan,69.8,127.4,3.5,0
2020/10/18 8:35,34.86183683,135.6705355,9.3,nan,nan,65,108.2,5.1,0
2020/10/18 8:36,34.86351967,135.6715178,4.9,nan,nan,61.7,97.7,16.8,0
2020/10/18 8:37,34.865064,135.6722367,7.3,nan,nan,80.4,171.3,7.1,0
2020/10/18 8:38,34.8668595,135.6731232,5.1,nan,nan,77,155.7,13.7,0
2020/10/18 8:38,34.86881717,135.6740223,6.4,nan,nan,53.9,81.8,18.7,0
2020/10/18 8:39,34.870425,135.6749837,6.5,nan,nan,50.2,85.4,18.5,0
2020/10/18 8:40,34.872002,135.6758438,6.4,nan,nan,56.2,87.8,1.4,0
2020/10/18 8:41,34.8729465,135.6774135,9.1,nan,nan,43.1,60.2,11.7,0
2020/10/18 8:41,34.87406867,135.6780625,11.6,nan,nan,57.3,79.4,19.7,0
2020/10/18 8:42,34.875846,135.6789985,11.4,nan,nan,82.2,139.2,2.3,0
2020/10/18 8:43,34.877574,135.6794052,11.6,nan,nan,75.3,126,7.6,0
2020/10/18 8:44,34.87896183,135.6799927,10.1,nan,nan,74.9,111.6,18.4,0
2020/10/18 8:44,34.88082283,135.6810045,9.6,nan,nan,67.5,94,18.9,0
2020/10/18 8:45,34.88299517,135.6824852,9,nan,nan,63.4,89.8,10.6,0
2020/10/18 8:46,34.884354,135.6839318,7.9,nan,nan,51,61.6,21,0
2020/10/18 8:46,34.88557483,135.6855662,4.5,nan,nan,58.6,92.8,8.8,0
2020/10/18 8:47,34.8865575,135.6875098,8.7,nan,nan,54.3,70.4,7.6,0
2020/10/18 8:48,34.887082,135.6894358,6.4,nan,nan,74.1,104.1,10.1,0
2020/10/18 8:49,34.8873015,135.6916535,3.7,nan,nan,59,76.4,18.3,0
2020/10/18 8:49,34.88747333,135.6937312,2.2,nan,nan,49.8,62,20.2,0
2020/10/18 8:50,34.88763433,135.6958498,5.2,nan,nan,50.7,64.3,23.4,0
2020/10/18 8:51,nan,nan,nan,nan,nan,41.1,50.1,25.1,0
2020/10/18 8:52,34.88716467,135.6992193,7.6,nan,nan,43.4,49.8,1.5,0
2020/10/18 8:52,34.88700083,135.7003922,12.4,nan,nan,31.9,40.9,6.7,0
2020/10/18 8:53,34.88699817,135.7003672,19.3,nan,nan,30.7,39,3.6,0
2020/10/18 8:54,34.8870095,135.7003648,19.3,nan,nan,28.9,36.3,24.7,0
2020/10/18 8:54,34.88696983,135.7004487,18.5,nan,nan,27.5,32.3,19.3,0
2020/10/18 8:55,34.887275,135.700639,29.7,nan,nan,39.6,44.7,18.2,0
2020/10/18 8:56,34.888589,135.7008002,30.3,nan,nan,38.9,44.7,17.5,0
2020/10/18 8:57,34.8901075,135.7008707,28.9,nan,nan,27.8,34,21.3,0
2020/10/18 8:57,34.8904215,135.7008633,19.3,nan,nan,25.2,28.1,12.7,0
2020/10/18 8:58,34.89043983,135.7008593,21,nan,nan,29.5,36.4,25.4,0
2020/10/18 8:59,34.891026,135.7010693,25.9,nan,nan,38.7,43.2,15.8,0
2020/10/18 9:00,34.89262267,135.7008688,27.9,nan,nan,31.6,36.1,1.6,0
2020/10/18 9:00,34.893524,135.7007933,27.4,nan,nan,30.1,37.5,1.5,0
2020/10/18 9:01,34.89305942,135.7008186,20.566,nan,nan,37,44.7,15.6,0
2020/10/18 9:02,34.89144817,135.7010113,28.5,nan,nan,34.6,40.2,8.7,0
2020/10/18 9:03,34.89050533,135.7008928,23.1,nan,nan,36,40.5,10.4,0
2020/10/18 9:03,34.8920455,135.7007287,27.1,nan,nan,41.4,49.7,25,0
2020/10/18 9:04,34.89301267,135.6998023,23.7,nan,nan,47.4,60.5,16.3,0
2020/10/18 9:05,34.89317367,135.6982305,18.3,nan,nan,46.9,53.6,8.9,0
2020/10/18 9:06,34.89449517,135.6999085,17.4,nan,nan,42.6,47.8,24.3,0
2020/10/18 9:06,34.8957663,135.701659,13.419,nan,nan,37,41.3,12.2,0
2020/10/18 9:07,34.897303,135.7030892,21.9,nan,nan,34,37.8,5.7,0
2020/10/18 9:08,34.898495,135.7045697,19.9,nan,nan,33.5,37.3,4.7,0
2020/10/18 9:09,34.89966883,135.706138,17.3,nan,nan,36.1,40.8,10.8,0
2020/10/18 9:09,34.9008175,135.7078513,15.8,nan,nan,44.9,74.6,2.3,0
2020/10/18 9:10,34.90182283,135.7093877,15.1,nan,nan,40.2,45.2,19.3,0
2020/10/18 9:11,34.90268067,135.7110425,12.3,nan,nan,39,43.5,16.4,0
2020/10/18 9:12,34.90370333,135.7129323,11.4,nan,nan,36.2,40.5,10.6,0
2020/10/18 9:12,nan,nan,nan,nan,nan,37.8,42.3,14,0
2020/10/18 9:13,34.905915,135.7161345,13.2,nan,nan,31,34.6,25.1,0
2020/10/18 9:14,34.90718833,135.7170788,19.4,nan,nan,24.4,27.2,11,0
2020/10/18 9:14,34.90789783,135.7173625,20.8,nan,nan,33.3,47.3,14.5,0
2020/10/18 9:15,34.9097465,135.717548,25.3,nan,nan,27.9,31,18.4,0
2020/10/18 9:16,34.91129333,135.7182985,23.8,nan,nan,27.1,30.8,17.4,0
2020/10/18 9:17,34.91232783,135.7198695,13.4,nan,nan,24.5,27.3,11.2,0
2020/10/18 9:17,34.91335017,135.7217073,13.5,nan,nan,24.2,27.1,10.7,0
2020/10/18 9:18,34.914405,135.7233828,13.8,nan,nan,22.8,25.2,7.3,0
2020/10/18 9:19,34.91555367,135.7248482,15.2,nan,nan,24.8,27.7,11.9,0
2020/10/18 9:20,34.9171195,135.7258947,21.4,nan,nan,21.6,24.1,5,0
2020/10/18 9:20,34.91843833,135.7271545,15.2,nan,nan,20,22,1.3,0
2020/10/18 9:21,34.9196375,135.7286495,17.3,nan,nan,21.8,24,5.1,0
2020/10/18 9:22,34.92130867,135.7290943,20.8,nan,nan,20.9,23.3,3.5,0
2020/10/18 9:23,34.92278417,135.7301828,14.9,nan,nan,22.4,25.1,6.8,0
2020/10/18 9:23,34.9241085,135.731311,17.7,nan,nan,22.2,26.9,8.5,0
2020/10/18 9:24,34.92547617,135.7320337,22.7,nan,nan,19.5,21.5,0.3,0
2020/10/18 9:25,34.92691233,135.733102,22,nan,nan,19.7,21.6,0.6,0
2020/10/18 9:26,34.92838483,135.7341218,20.3,nan,nan,19.7,22,1,0
2020/10/18 9:26,34.929602,135.7353238,11.9,nan,nan,21,23.2,3.5,0
2020/10/18 9:27,34.93086167,135.7369127,12.6,nan,nan,23.6,34.4,17.4,0
2020/10/18 9:28,34.93204583,135.7387583,11.7,nan,nan,16.2,18,19.1,0
2020/10/18 9:29,34.93338183,135.740181,16.8,nan,nan,15.5,17.3,17.7,0
2020/10/18 9:29,34.93500183,135.7406918,21.6,nan,nan,16.3,17.9,19.1,0
2020/10/18 9:30,34.93663133,135.7411528,20.5,nan,nan,17,18.7,20.6,0
2020/10/18 9:31,34.93814333,135.7417055,20.5,nan,nan,17.9,19.8,22.6,0
2020/10/18 9:32,34.939738,135.7419038,20.2,nan,nan,17.5,19.3,21.7,0
2020/10/18 9:32,34.9413375,135.7424608,21.5,nan,nan,18.3,20.5,23.7,0
2020/10/18 9:33,34.943119,135.7425985,18.2,nan,nan,16.9,19.5,21.3,0
2020/10/18 9:34,34.944506,135.7419263,15.6,nan,nan,14.7,16.3,15.9,0
2020/10/18 9:34,34.94554367,135.7414847,15.3,nan,nan,13.4,15.2,13.5,0
2020/10/18 9:35,34.9455545,135.7414738,14.2,nan,nan,12.5,13.9,11.3,0
2020/10/18 9:36,34.94554883,135.7414765,14.6,nan,nan,11.3,13.7,9.9,0
2020/10/18 9:37,34.9455535,135.7415027,16.6,nan,nan,14.5,16,15.4,0
2020/10/18 9:37,34.94691217,135.7412912,10.6,nan,nan,15.5,17.6,18,0
2020/10/18 9:38,34.9482935,135.7414363,12.9,nan,nan,16.1,17.9,18.9,0
2020/10/18 9:39,34.949845,135.7421947,15.5,nan,nan,12.6,14,11.5,0
2020/10/18 9:40,34.9504845,135.7426377,21.4,nan,nan,11.5,12.7,9.1,0
2020/10/18 9:40,34.95099383,135.7426778,14.4,nan,nan,15.1,16.8,16.8,0
2020/10/18 9:41,34.9525865,135.742857,16.8,nan,nan,13.5,17.7,16.1,0
2020/10/18 9:42,34.95395683,135.7437848,18.4,nan,nan,14.3,17.4,16.6,0
2020/10/18 9:43,34.95489883,135.7452987,14.2,nan,nan,15.2,16.7,16.8,0
2020/10/18 9:43,34.9555715,135.7471783,12.8,nan,nan,15.6,17.1,17.6,0
2020/10/18 9:44,34.95672767,135.748951,15.8,nan,nan,15.4,17.2,17.5,0
2020/10/18 9:45,34.95775783,135.750446,18.8,nan,nan,15.1,16.7,16.7,0
2020/10/18 9:46,34.95865133,135.751614,20.4,nan,nan,14.8,16.2,15.9,0
2020/10/18 9:46,34.9596365,135.7526642,19.8,nan,nan,15.5,17.4,17.8,0
2020/10/18 9:47,34.96078367,135.7540838,20,nan,nan,14.3,16.5,15.7,0
2020/10/18 9:48,34.961952,135.7554178,19.3,nan,nan,14.6,16.7,16.2,0
2020/10/18 9:48,34.96276117,135.7565428,22.3,nan,nan,11.5,12.7,9.1,0
2020/10/18 9:49,34.96319167,135.7568893,20.5,nan,nan,9.9,11.5,6.3,0
2020/10/18 9:50,34.96321517,135.7569255,20.5,nan,nan,10.3,11.4,6.6,0
2020/10/18 9:51,34.96349583,135.7572785,26.7,nan,nan,8.9,10.4,4.2,0
2020/10/18 9:51,34.963559,135.7573305,24.6,nan,nan,10.2,13.6,8.7,0
2020/10/18 9:52,34.96366867,135.7577083,24.6,nan,nan,10.9,15.9,11.7,0
2020/10/18 9:53,34.9633755,135.7587108,22.5,nan,nan,11.6,14.8,11.3,0
2020/10/18 9:54,34.96332717,135.7601923,14.8,nan,nan,11.5,13.8,10.2,0
2020/10/18 9:54,34.96327617,135.761652,17,nan,nan,11.1,14.6,10.6,0
2020/10/18 9:55,34.96326333,135.7618385,25.9,nan,nan,12.1,15.1,12.1,0
2020/10/18 9:56,34.96319983,135.7634733,17.8,nan,nan,13.8,15.3,14,0
2020/10/18 9:57,34.96323933,135.7658617,14.1,nan,nan,12,13.2,10.1,0
2020/10/18 9:57,34.96317867,135.7677087,19.1,nan,nan,14.3,16,15.2,0
2020/10/18 9:58,34.96317983,135.7684588,32.1,nan,nan,13.9,15.8,14.6,0
2020/10/18 9:59,34.96310333,135.7697647,28.6,nan,nan,14.1,16.3,15.3,0
2020/10/18 9:59,34.96299767,135.7709797,38.4,nan,nan,13.2,14.7,12.8,0
2020/10/18 10:00,34.96433017,135.7710723,30.9,nan,nan,12.1,13.5,10.5,0
2020/10/18 10:01,34.96564833,135.7709987,35.8,nan,nan,12.5,14.8,12.2,0
2020/10/18 10:02,34.96660567,135.7709273,38,nan,nan,11,12.3,8.2,0
2020/10/18 10:02,34.96700167,135.7710233,33.7,nan,nan,11.1,14.6,10.6,0
2020/10/18 10:03,34.96705067,135.771259,34.2,nan,nan,9.4,10.4,4.7,0
2020/10/18 10:04,34.9670585,135.7716147,33.6,nan,nan,10.1,12.4,7.4,0
