Time Period,start:,2020/6/28 17:17,end:,2020/6/29 18:32,,,,,
Sensors:,SDS011_1,DHT22_1,,,,,,,
Location:,Myoukenguchi_GPS,Lat-Lon,34.77495267,135.4531913,,,,,
Interval time,10,,,,,,,,
time,lat,lon,alt,DHT-RH,DHT-T,sds-pm2.5,sds-pm10,sds-TSP,
2020/6/29 17:31,34.78442536,135.4533107,nan,50.70000076,29.39999962,16.3,19.8,21,0
2020/6/29 17:32,34.78423581,135.453349,nan,51.29999924,29.39999962,16.2,19.7,20.8,0
2020/6/29 17:31,34.78442536,135.4533107,nan,51.40000153,29.39999962,15.9,19.9,20.7,0
2020/6/29 17:32,34.7839549,135.4533096,nan,50.79999924,29.29999924,15.9,19.9,20.7,0
2020/6/29 17:32,34.7839549,135.4533096,nan,51.09999847,29.29999924,15.2,17.6,17.7,0
2020/6/29 17:32,34.7837341,135.4532883,nan,51,29.29999924,15.1,21.3,21.3,0
2020/6/29 17:32,34.7837341,135.4532883,nan,51.09999847,29.29999924,nan,nan,nan,999
2020/6/29 17:32,34.78351924,135.4532099,nan,51.09999847,29.39999962,15.4,21.8,22.1,0
2020/6/29 17:32,34.78351924,135.4532099,nan,51.09999847,29.39999962,15.4,21.9,22.2,0
2020/6/29 17:32,34.78334572,135.4531676,nan,51,29.39999962,15.7,23.8,24.4,0
2020/6/29 17:32,34.78334572,135.4531676,nan,51.09999847,29.39999962,15.7,23.6,24.2,0
2020/6/29 17:32,34.78303369,135.4531247,nan,51.20000076,29.5,15.7,23.7,24.3,0
2020/6/29 17:32,34.78303369,135.4531247,nan,51,29.5,15.6,19.9,20.4,0
2020/6/29 17:33,34.78293989,135.4534033,nan,50.90000153,29.5,15.7,20.6,21.2,0
2020/6/29 17:33,34.78293989,135.4534033,nan,51,29.5,nan,nan,nan,999
2020/6/29 17:33,34.78293737,135.4536279,nan,51,29.5,15.7,19.4,20,0
2020/6/29 17:33,34.78293737,135.4536279,nan,50.70000076,29.5,15.8,19.2,19.9,0
2020/6/29 17:33,34.78272387,135.453309,nan,50.70000076,29.5,15.5,19,19.4,0
2020/6/29 17:33,34.78272387,135.453309,nan,50.59999847,29.39999962,15.6,19.3,19.8,0
2020/6/29 17:33,nan,nan,nan,50.70000076,29.29999924,15.1,17.2,17.2,0
2020/6/29 17:33,nan,nan,nan,50.59999847,29.29999924,15.3,17.3,17.5,0
2020/6/29 17:33,34.78242527,135.4531954,nan,50.79999924,29.29999924,nan,nan,nan,999
2020/6/29 17:33,34.78242527,135.4531954,nan,50.90000153,29.39999962,14.9,17.6,17.4,0
2020/6/29 17:33,34.78244331,135.4530251,nan,50.90000153,29.39999962,15.3,19.6,19.8,0
2020/6/29 17:33,34.78244331,135.4530251,nan,50.90000153,29.5,15.4,19.9,20.2,0
2020/6/29 17:34,34.78242584,135.4527315,nan,50.90000153,29.5,15.7,19.9,20.5,0
2020/6/29 17:34,34.78242584,135.4527315,nan,50.90000153,29.5,15.4,21.3,21.6,0
2020/6/29 17:34,34.78247014,135.4525122,nan,50.90000153,29.60000038,15.5,21,21.4,0
2020/6/29 17:34,34.78247014,135.4525122,nan,50.90000153,29.60000038,nan,nan,nan,999
2020/6/29 17:34,34.78226097,135.4523336,nan,51,29.60000038,nan,nan,nan,nan
2020/6/29 17:34,nan,nan,nan,51,29.60000038,nan,nan,nan,999
2020/6/29 17:34,34.78195623,135.4522765,nan,51,29.5,15.6,18.7,19.2,0
2020/6/29 17:34,34.78195623,135.4522765,nan,51.09999847,29.5,15.5,18.5,18.9,0
2020/6/29 17:34,nan,nan,nan,51.09999847,29.39999962,nan,nan,nan,999
2020/6/29 17:34,nan,nan,nan,51.20000076,29.5,nan,nan,nan,999
2020/6/29 17:34,nan,nan,nan,51.20000076,29.39999962,15.3,23.7,23.9,0
2020/6/29 17:34,nan,nan,nan,51.5,29.39999962,15.1,24.8,24.8,0
2020/6/29 17:35,34.780968,135.4520683,11.9,51.40000153,29.29999924,15.1,23.7,23.7,0
2020/6/29 17:35,34.780968,135.4520683,11.9,51.5,29.39999962,nan,nan,nan,999
2020/6/29 17:35,34.78069183,135.4520917,15.2,51.70000076,29.29999924,15.3,24.7,24.9,0
2020/6/29 17:35,34.78069183,135.4520917,15.2,52,29.20000076,15.2,24.2,24.3,0
2020/6/29 17:35,34.78043183,135.4521513,15.7,51.70000076,29.20000076,15.1,21.7,21.7,0
2020/6/29 17:35,34.78043183,135.4521513,15.7,51.59999847,29.20000076,15,20.6,20.5,0
2020/6/29 17:35,34.780186,135.4521773,18.8,51.5,29.20000076,14.9,20.3,20.1,0
2020/6/29 17:35,34.780186,135.4521773,18.8,51.59999847,29.20000076,14.8,20.3,20,0
2020/6/29 17:35,34.77992383,135.4522263,17.9,51.59999847,29.20000076,15,21,20.9,0
2020/6/29 17:35,34.77992383,135.4522263,17.9,51.59999847,29.10000038,15.3,21,21.2,0
2020/6/29 17:35,34.77967367,135.4522668,18.6,52.09999847,29.10000038,15.5,22.4,22.8,0
2020/6/29 17:35,34.77967367,135.4522668,18.6,52.5,29.10000038,15.6,22.4,22.9,0
2020/6/29 17:36,34.779429,135.4523058,18.3,52.70000076,29,15.6,21.9,22.4,0
2020/6/29 17:36,34.779429,135.4523058,18.3,52.40000153,29,14.9,18.5,18.3,0
2020/6/29 17:36,34.7791895,135.4523255,16.8,52.20000076,28.89999962,15.2,19.8,19.9,0
2020/6/29 17:36,34.7791895,135.4523255,16.8,52.5,28.89999962,15,19.6,19.5,0
2020/6/29 17:36,34.77895417,135.4524025,14.4,52.5,28.89999962,14.7,18.2,17.8,0
2020/6/29 17:36,34.77895417,135.4524025,14.4,52.5,28.79999924,14.7,16.9,16.5,0
2020/6/29 17:36,34.778712,135.452478,15,52.59999847,28.89999962,14.5,16.5,15.9,0
2020/6/29 17:36,34.778712,135.452478,15,52.59999847,28.89999962,14.6,17.3,16.8,0
2020/6/29 17:36,34.77850333,135.4525347,16,52.59999847,28.79999924,14.4,16.8,16.1,0
2020/6/29 17:36,34.77850333,135.4525347,16,52.5,28.89999962,14.5,18.3,17.7,0
2020/6/29 17:36,34.77845033,135.452604,16.5,52.40000153,28.89999962,14.5,18.1,17.5,0
2020/6/29 17:36,34.77845033,135.452604,16.5,52.09999847,28.89999962,14.5,17.7,17.1,0
2020/6/29 17:37,34.778241,135.4525858,15.8,52.20000076,28.89999962,15.4,20.2,20.5,0
2020/6/29 17:37,34.778241,135.4525858,15.8,51.90000153,28.79999924,15.6,20.7,21.2,0
2020/6/29 17:37,34.77797183,135.4526203,16,52.09999847,28.79999924,nan,nan,nan,999
2020/6/29 17:37,34.77797189,135.4526204,16.21,52,28.70000076,15.6,19.7,20.2,0
2020/6/29 17:37,34.777716,135.4526625,16,52,28.70000076,nan,nan,nan,nan
2020/6/29 17:37,34.777716,135.4526625,16,52,28.70000076,16.2,20.4,21.5,0
2020/6/29 17:37,34.77744517,135.4527033,17,53.90000153,28.60000038,16,19.7,20.6,0
2020/6/29 17:37,34.77744517,135.4527033,17,53.5,28.60000038,15.3,18,18.2,0
2020/6/29 17:37,34.7772235,135.4527415,16.1,53.20000076,28.5,15,17.6,17.5,0
2020/6/29 17:37,34.7772235,135.4527415,16.1,53,28.5,14.5,17,16.4,0
2020/6/29 17:37,34.77700067,135.4527762,15.7,52.79999924,28.5,13.7,15.6,14.2,0
2020/6/29 17:37,34.77700067,135.4527762,15.7,53.70000076,28.5,13.6,15.2,13.7,0
2020/6/29 17:38,34.776762,135.4528138,14.3,53.59999847,28.5,nan,nan,nan,999
2020/6/29 17:38,34.776762,135.4528138,14.3,52.90000153,28.5,14.1,16,15,0
2020/6/29 17:38,34.7765205,135.4528422,14.1,52.29999924,28.5,15.5,18.7,19.1,0
2020/6/29 17:38,34.7765205,135.4528422,14.1,52.09999847,28.39999962,16.1,21.6,22.6,0
2020/6/29 17:38,34.7762765,135.4528698,12.6,52.20000076,28.39999962,16.3,22,23.2,0
2020/6/29 17:38,34.7762765,135.4528698,12.6,51.90000153,28.39999962,nan,nan,nan,999
2020/6/29 17:38,34.77602817,135.4528678,11.5,52,28.39999962,16,21.9,22.8,0
2020/6/29 17:38,34.77602817,135.4528678,11.5,51.79999924,28.39999962,16,22.1,23,0
2020/6/29 17:38,34.775764,135.4528837,13,52.90000153,28.39999962,16,21.8,22.7,0
2020/6/29 17:38,34.775764,135.4528837,13,52.79999924,28.39999962,14.6,17.9,17.4,0
2020/6/29 17:38,34.775519,135.4529352,12.1,52.79999924,28.39999962,14.4,18.4,17.7,0
2020/6/29 17:38,34.775519,135.4529352,12.1,52.90000153,28.39999962,14,17.5,16.4,0
2020/6/29 17:39,34.775279,135.4530192,13.1,52.90000153,28.29999924,14.1,19.2,18.2,0
2020/6/29 17:39,34.775279,135.4530192,13.1,53.09999847,28.29999924,14.3,20,19.2,0
2020/6/29 17:39,34.77504685,135.4531071,12.554,53,28.29999924,14.4,19.8,19.1,0
2020/6/29 17:39,34.77504683,135.453107,12.3,53,28.29999924,14.4,19.8,19.1,0
2020/6/29 17:39,34.7748353,135.453232,11.339,53.59999847,28.29999924,nan,nan,nan,999
2020/6/29 17:39,34.77483533,135.453232,11.1,53.90000153,28.29999924,15,18.9,18.8,0
2020/6/29 17:39,34.77463467,135.4534097,11.6,54.09999847,28.29999924,15.1,18,18,0
2020/6/29 17:39,34.77463467,135.4534097,11.6,54,28.29999924,14.9,17.5,17.3,0
2020/6/29 17:39,34.77445097,135.4536158,13.674,54.59999847,28.20000076,15,17.6,17.5,0
2020/6/29 17:39,34.774451,135.4536158,13.5,54.79999924,28.20000076,15,18.7,18.6,0
2020/6/29 17:39,34.77428396,135.4537945,12.812,54.59999847,28.20000076,15,18.9,18.8,0
2020/6/29 17:39,34.774284,135.4537945,12.6,54.09999847,28.29999924,14.7,21,20.6,0
2020/6/29 17:40,34.77412017,135.4539473,9.9,54.09999847,28.29999924,15,20.8,20.7,0
2020/6/29 17:40,34.77412017,135.4539473,9.9,54.59999847,28.29999924,15,20.6,20.5,0
2020/6/29 17:40,34.77386183,135.4541428,12.4,54.29999924,28.29999924,15,20.3,20.2,0
2020/6/29 17:40,34.77386183,135.4541428,12.4,54.20000076,28.29999924,14.9,21.6,21.4,0
2020/6/29 17:40,34.77362417,135.4543098,13.5,54.20000076,28.29999924,15.1,19.4,19.4,0
2020/6/29 17:40,34.77362417,135.4543098,13.5,53.59999847,28.29999924,15.2,19.4,19.5,0
2020/6/29 17:40,nan,nan,nan,53.40000153,28.29999924,nan,nan,nan,999
2020/6/29 17:40,nan,nan,nan,53.20000076,28.39999962,15.1,20.4,20.4,0
2020/6/29 17:40,34.77312195,135.4545574,14.403,53.09999847,28.39999962,15.3,19.8,20,0
2020/6/29 17:40,34.77312183,135.4545573,14.2,53,28.39999962,15.3,18.8,19,0
2020/6/29 17:40,34.77286817,135.4546442,15.2,53,28.39999962,15.7,20.4,21,0
2020/6/29 17:40,34.77286817,135.4546442,15.2,53.09999847,28.39999962,15.8,20.7,21.4,0
2020/6/29 17:41,nan,nan,nan,53.70000076,28.39999962,16,21.1,22,0
2020/6/29 17:41,34.77261567,135.4546518,14.3,53.59999847,28.39999962,nan,nan,nan,999
2020/6/29 17:41,34.77237867,135.454619,14.4,53.29999924,28.29999924,16.1,22.7,23.7,0
2020/6/29 17:41,34.7721565,135.454536,14.1,53.59999847,28.29999924,16.3,21.9,23.1,0
2020/6/29 17:41,34.77237867,135.454619,14.4,53.59999847,28.39999962,16.1,21.7,22.7,0
2020/6/29 17:41,34.77195517,135.4544235,13.2,53.59999847,28.29999924,15.9,23.9,24.7,0
2020/6/29 17:41,34.77195517,135.4544235,13.2,54.40000153,28.29999924,15.9,24,24.8,0
2020/6/29 17:41,34.77175867,135.4542747,12.6,54.20000076,28.29999924,15.8,24.6,25.3,0
2020/6/29 17:41,34.77175876,135.4542746,12.81,54,28.29999924,16.3,25.2,0.8,0
2020/6/29 17:41,34.7715565,135.4540947,13.2,54,28.29999924,nan,nan,nan,999
2020/6/29 17:41,34.7715565,135.4540947,13.2,54.09999847,28.29999924,16.2,24.1,25.2,0
2020/6/29 17:42,34.7713755,135.4539058,12.9,54.20000076,28.20000076,16.1,23.3,24.3,0
2020/6/29 17:42,34.7713755,135.4539058,12.9,54.5,28.20000076,16.3,22.7,23.9,0
2020/6/29 17:42,34.77117717,135.4536938,13.7,54.79999924,28.20000076,16.2,24,25.1,0
2020/6/29 17:42,34.77117717,135.4536938,13.7,55.09999847,28.20000076,16.3,24.3,25.5,0
2020/6/29 17:42,34.77100417,135.4535102,14.4,55.79999924,28.20000076,nan,nan,nan,999
2020/6/29 17:42,34.77100417,135.4535102,14.4,56,28.20000076,15.4,24.4,24.7,0
2020/6/29 17:42,34.770823,135.453325,14.8,56,28.29999924,15.3,22.5,22.7,0
2020/6/29 17:42,34.770823,135.453325,14.8,55.5,28.20000076,15.3,22.2,22.4,0
2020/6/29 17:42,34.77061787,135.4531314,16.979,55.59999847,28.29999924,15.1,20.4,20.4,0
2020/6/29 17:42,34.77061787,135.4531314,16.979,55.79999924,28.29999924,15,21,20.9,0
2020/6/29 17:42,nan,nan,16.4,55.70000076,28.29999924,nan,nan,nan,999
2020/6/29 17:42,34.77041683,135.4529683,16.4,56,28.20000076,15,20.1,20,0
2020/6/29 17:43,34.77022233,135.4528343,14.8,56,28.20000076,14.9,19.1,18.9,0
2020/6/29 17:43,34.7702223,135.4528342,14.994,56.59999847,28.20000076,14.8,19.1,18.8,0
2020/6/29 17:43,34.77004198,135.4527094,10.405,56.70000076,28.20000076,nan,nan,nan,999
2020/6/29 17:43,34.770042,135.4527095,10.2,56.90000153,28.29999924,15.1,20,20,0
2020/6/29 17:43,34.7698325,135.4525887,10.2,57.79999924,28.20000076,14.8,19.2,18.9,0
2020/6/29 17:43,34.7698325,135.4525887,10.2,57.79999924,28.20000076,nan,nan,nan,999
2020/6/29 17:43,34.76963917,135.4524378,9,57.20000076,28.20000076,15.3,24.5,24.7,0
2020/6/29 17:43,34.76963905,135.4524379,9.263,56.5,28.20000076,15.6,25.1,0,0
2020/6/29 17:43,34.76943394,135.4522879,10.844,56.40000153,28.20000076,nan,nan,nan,999
2020/6/29 17:43,34.76943394,135.4522879,10.844,56,28.20000076,15.3,25.5,0.1,0
2020/6/29 17:43,34.76928967,135.452248,11.4,55.90000153,28.29999924,15.4,28.4,3.2,0
2020/6/29 17:43,34.76928967,135.452248,11.4,55.09999847,28.39999962,15.7,38.2,13.3,0
2020/6/29 17:44,34.769088,135.4521935,10.2,54.90000153,28.39999962,15.4,34.4,9.2,0
2020/6/29 17:44,34.769088,135.4521935,10.2,54.79999924,28.5,15.5,35.5,10.4,0
2020/6/29 17:44,34.76887033,135.452057,9.6,54.5,28.5,nan,nan,nan,999
2020/6/29 17:44,34.76887033,135.452057,9.6,54.40000153,28.5,15.5,30.7,5.6,0
2020/6/29 17:44,34.76862717,135.4520188,10.6,54.40000153,28.5,15.7,22.8,23.4,0
2020/6/29 17:44,34.7686273,135.4520189,10.825,54.5,28.60000038,15.6,22.6,23.1,0
2020/6/29 17:44,34.76839533,135.4520023,8.2,54.29999924,28.60000038,15.7,22.6,23.2,0
2020/6/29 17:44,34.76839533,135.4520023,8.2,54.29999924,28.60000038,15.9,21.3,22.1,0
2020/6/29 17:44,34.76817401,135.4519933,5.403,53.70000076,28.60000038,15.7,19.6,20.2,0
2020/6/29 17:44,34.768174,135.4519933,5.2,3303.600098,14.30000019,16.1,19.8,20.8,0
2020/6/29 17:44,34.76794333,135.4520343,5.8,53.5,28.60000038,16.3,19.7,20.9,0
2020/6/29 17:44,34.76794333,135.4520343,5.8,53.5,28.60000038,nan,nan,nan,999
2020/6/29 17:45,34.76770233,135.4520022,9.6,53.5,28.60000038,16.4,20.2,21.5,0
2020/6/29 17:45,34.76770233,135.4520022,9.6,53.29999924,28.5,16.7,23,24.6,0
2020/6/29 17:45,34.76746972,135.4519722,9.267,53.40000153,28.5,17.1,23.4,25.4,0
2020/6/29 17:45,34.76746967,135.4519722,9.1,53.79999924,28.5,17.5,26.2,3.1,0
2020/6/29 17:45,34.76722967,135.4519422,9.6,53.79999924,28.5,17.3,26.5,3.2,0
2020/6/29 17:45,34.76722967,135.4519422,9.6,53.90000153,28.5,16.8,25.8,2,0
2020/6/29 17:45,34.7669745,135.4519107,9.1,53.79999924,28.39999962,16.5,25,0.8,0
2020/6/29 17:45,34.7669745,135.4519107,9.1,54.09999847,28.39999962,16.7,30.5,6.6,0
2020/6/29 17:45,34.766739,135.4518982,9.6,54.20000076,28.29999924,16.6,30.8,6.8,0
2020/6/29 17:45,34.76650983,135.4518883,9.8,54.20000076,28.39999962,16.3,28,3.7,0
2020/6/29 17:45,34.766739,135.4518982,9.6,54,28.39999962,16.4,28.3,4.1,0
2020/6/29 17:46,34.76651667,135.4516363,8.1,53.90000153,28.39999962,nan,nan,nan,999
2020/6/29 17:46,34.76651667,135.4516363,8.1,53.90000153,28.39999962,nan,nan,nan,999
2020/6/29 17:46,34.76656833,135.451352,7.4,53.90000153,28.39999962,15.2,27.3,1.9,0
2020/6/29 17:46,34.76656833,135.451352,7.4,53.5,28.39999962,nan,nan,nan,999
2020/6/29 17:46,34.766754,135.4510785,6.9,53.40000153,28.5,14.4,27.1,0.9,0
2020/6/29 17:46,34.766754,135.4510785,6.9,53.5,28.5,14.3,26.9,0.6,0
2020/6/29 17:46,34.7669625,135.4508893,7.9,53.59999847,28.5,14.5,26.5,0.4,0
2020/6/29 17:46,34.76717167,135.4507013,8.7,53.59999847,28.5,14.6,26.4,0.4,0
2020/6/29 17:46,34.76717167,135.4507013,8.7,53.5,28.39999962,14.4,24.4,23.7,0
2020/6/29 17:46,34.76736167,135.4505153,9.2,53.70000076,28.39999962,14,21.6,20.5,0
2020/6/29 17:46,34.76736167,135.4505153,9.2,54.09999847,28.39999962,nan,nan,nan,999
2020/6/29 17:47,34.76754933,135.4503308,9.8,54.20000076,28.29999924,13.8,20.8,19.5,0
2020/6/29 17:47,34.76754933,135.4503308,9.8,54.09999847,28.29999924,13.8,18.5,17.2,0
2020/6/29 17:47,34.76773185,135.4501316,11.796,54.40000153,28.29999924,13.9,20.6,19.4,0
2020/6/29 17:47,nan,nan,11.6,54.09999847,28.29999924,nan,nan,nan,999
2020/6/29 17:47,34.7679025,135.4499358,11.6,54,28.29999924,13.7,22.9,21.5,0
2020/6/29 17:47,34.76790261,135.4499358,11.829,54.79999924,28.29999924,14,24,22.9,0
2020/6/29 17:47,34.76806633,135.4497442,10.8,54.90000153,28.29999924,13.9,23.9,22.7,0
2020/6/29 17:47,34.76806626,135.4497441,10.965,54.79999924,28.20000076,14.1,24.1,23.1,0
2020/6/29 17:47,34.7682195,135.4495207,10.3,54.70000076,28.20000076,14.5,24.6,24,0
2020/6/29 17:47,34.7682196,135.4495208,10.467,54.70000076,28.29999924,14.5,24.7,24.1,0
2020/6/29 17:47,34.76838179,135.4492414,12.325,54.59999847,28.20000076,14.7,20.6,20.2,0
2020/6/29 17:47,34.76838183,135.4492413,12.1,54.40000153,28.20000076,14.7,20.4,20,0
2020/6/29 17:48,nan,nan,nan,54.59999847,28.29999924,14.5,19.3,18.7,0
2020/6/29 17:48,34.76852867,135.4489603,11.2,54.90000153,28.29999924,nan,nan,nan,999
2020/6/29 17:48,34.76865633,135.4487247,9.8,54.90000153,28.20000076,14.1,17,16,0
2020/6/29 17:48,34.76865633,135.4487247,9.8,54.90000153,28.20000076,nan,nan,nan,999
2020/6/29 17:48,34.76876567,135.4484604,11.251,54.59999847,28.20000076,14.5,17.2,16.6,0
2020/6/29 17:48,34.76876567,135.4484605,11,55.09999847,28.20000076,14.6,16.8,16.3,0
2020/6/29 17:48,34.768873,135.4481822,12,54.90000153,28.10000038,nan,nan,nan,999
2020/6/29 17:48,34.768873,135.4481822,12,54.90000153,28.20000076,nan,nan,nan,999
2020/6/29 17:48,34.76896214,135.4478862,13.332,55,28.20000076,14.9,19,18.8,0
2020/6/29 17:48,34.76896217,135.4478862,13.1,54.90000153,28.20000076,14.7,19,18.6,0
2020/6/29 17:48,34.76904467,135.4476155,11.1,54.59999847,28.20000076,14.8,19.2,18.9,0
2020/6/29 17:49,34.76910483,135.4473532,9.9,54.79999924,28.20000076,15.1,23.7,23.7,0
2020/6/29 17:48,34.76904467,135.4476155,11.1,54.79999924,28.10000038,14.9,23.2,23,0
2020/6/29 17:49,34.76915817,135.4470793,7.2,54.59999847,28.10000038,nan,nan,nan,999
2020/6/29 17:49,34.76915822,135.4470793,7.408,54.70000076,28.10000038,nan,nan,nan,999
2020/6/29 17:49,34.76918733,135.4467808,8.5,54.59999847,28.20000076,15.5,22.5,22.9,0
2020/6/29 17:49,34.76918733,135.4467808,8.5,55,28.20000076,15.4,21.7,22,0
2020/6/29 17:49,34.76918904,135.4464721,11.742,54.70000076,28.20000076,15.6,21.8,22.3,0
2020/6/29 17:49,34.76918904,135.4464721,11.742,54.40000153,28.10000038,15.7,21.9,22.5,0
2020/6/29 17:49,34.76920367,135.4461865,11.6,54.70000076,28.10000038,16,22,22.9,0
2020/6/29 17:49,34.76920367,135.4461865,11.6,55.09999847,28.10000038,nan,nan,nan,999
2020/6/29 17:49,34.76920767,135.4459153,11.5,54.90000153,28.10000038,16.2,22.6,23.7,0
2020/6/29 17:49,34.76920767,135.4459153,11.5,54.79999924,28.10000038,16.2,22.7,23.8,0
2020/6/29 17:50,34.76920561,135.4456258,11.287,54.70000076,28,15.9,22.7,23.5,0
2020/6/29 17:50,34.76920567,135.4456257,11.1,55.40000153,28.10000038,15.9,23.2,24,0
2020/6/29 17:50,34.76919467,135.4453318,12.3,55.70000076,28,16,23.6,24.5,0
2020/6/29 17:50,34.76919467,135.4453318,12.3,55.79999924,28,16.5,24.6,0.4,0
2020/6/29 17:50,34.7691775,135.4450287,13.7,55.79999924,28,nan,nan,nan,999
2020/6/29 17:50,34.76917745,135.4450287,13.947,56,28,nan,nan,nan,999
2020/6/29 17:50,34.76917483,135.4447332,13.5,56,27.89999962,nan,nan,nan,999
2020/6/29 17:50,34.76917477,135.4447332,13.692,56.09999847,27.89999962,16.8,25,1.1,0
2020/6/29 17:50,34.76916383,135.4444293,12.9,55.90000153,27.89999962,16.7,24.3,0.3,0
2020/6/29 17:50,34.76916383,135.4444293,12.9,55.79999924,27.89999962,nan,nan,nan,999
2020/6/29 17:50,34.76914983,135.4441137,12.8,55.70000076,27.89999962,nan,nan,nan,999
2020/6/29 17:50,34.76914983,135.4441137,12.8,55.90000153,27.89999962,16.1,19.7,20.7,0
2020/6/29 17:51,34.76913583,135.4437958,13.4,56,27.89999962,16.1,20.4,21.4,0
2020/6/29 17:51,34.76913583,135.4437958,13.4,55.70000076,27.89999962,15.9,24.8,0,0
2020/6/29 17:51,34.76913667,135.4434638,13.7,55.29999924,27.89999962,15,24.8,24.7,0
2020/6/29 17:51,34.76913667,135.4434638,13.7,55.09999847,27.89999962,15,24.1,24,0
2020/6/29 17:51,nan,nan,nan,55,28,14.7,23.8,23.4,0
2020/6/29 17:51,34.76913331,135.443187,12.007,54.90000153,28,14.8,24.6,24.3,0
2020/6/29 17:51,34.76912817,135.4429003,11.5,54.79999924,28,14.8,24.9,24.6,0
2020/6/29 17:51,34.76912817,135.4429003,11.5,54.70000076,28,nan,nan,nan,999
2020/6/29 17:51,34.76911972,135.4426107,12.023,54.70000076,28.10000038,15,19.2,19.1,0
2020/6/29 17:51,34.76911983,135.4426107,11.8,54.90000153,28.10000038,nan,nan,nan,999
2020/6/29 17:51,34.769106,135.4423278,12.2,54.70000076,28.10000038,14.5,18.1,17.5,0
2020/6/29 17:51,34.769106,135.4423277,12.393,54.5,28.10000038,nan,nan,nan,999
2020/6/29 17:52,34.7690965,135.44178,10.9,54.29999924,28,nan,nan,nan,999
2020/6/29 17:52,34.7690965,135.44178,10.9,54.29999924,28.10000038,nan,nan,nan,999
2020/6/29 17:52,34.76908983,135.4414905,10.5,54.29999924,28.10000038,nan,nan,nan,999
2020/6/29 17:52,34.76908983,135.4414905,10.5,54.09999847,28.10000038,14.7,21.2,20.8,0
2020/6/29 17:52,34.76909333,135.441206,11.1,54.59999847,28.10000038,14.6,21.5,21,0
2020/6/29 17:52,34.76909325,135.441206,11.362,54.59999847,28.10000038,14.3,22.4,21.6,0
2020/6/29 17:52,34.76911983,135.4409428,12.6,54.70000076,28.10000038,14.5,22.1,21.5,0
2020/6/29 17:52,34.76911976,135.4409429,12.842,54.70000076,28.10000038,14.3,21.5,20.7,0
2020/6/29 17:52,34.76919412,135.4406907,12.078,54.59999847,28.10000038,nan,nan,nan,999
2020/6/29 17:52,34.76919412,135.4406907,12.078,54,28.10000038,13.8,18.7,17.4,0
2020/6/29 17:53,34.76931533,135.4404323,10.8,53.90000153,28.10000038,13.9,18.7,17.5,0
2020/6/29 17:53,34.76931533,135.4404323,10.8,53.79999924,28.20000076,13.6,17.3,15.8,0
2020/6/29 17:53,34.76945033,135.4402,10.5,53.70000076,28.10000038,14,17.3,16.2,0
2020/6/29 17:53,34.76945033,135.4402,10.5,54.29999924,28.20000076,14.1,19.2,18.2,0
2020/6/29 17:53,34.76958533,135.439959,11.3,54.29999924,28.10000038,14.2,19.2,18.3,0
2020/6/29 17:53,34.76958533,135.439959,11.3,54.79999924,28.10000038,14,19.5,18.4,0
2020/6/29 17:53,34.76970333,135.4397118,11.2,54.59999847,28.10000038,14.1,18.5,17.5,0
2020/6/29 17:53,34.76970333,135.4397118,11.2,54.29999924,28.10000038,14,18.7,17.6,0
2020/6/29 17:53,34.7698265,135.4394645,11.2,54.59999847,28.10000038,14,18.4,17.3,0
2020/6/29 17:53,34.7698265,135.4394645,11.2,54.5,28.10000038,13.3,18,16.2,0
2020/6/29 17:53,34.76995083,135.4392065,11.1,54.59999847,28.10000038,13.2,18,16.1,0
2020/6/29 17:53,34.76995076,135.4392065,11.339,54.29999924,28.10000038,13,17.4,15.3,0
2020/6/29 17:54,34.77007583,135.438937,11.4,54.5,28.10000038,12.8,17.4,15.1,0
2020/6/29 17:54,34.77007594,135.438937,11.573,54.79999924,28.10000038,12.8,17.3,15,0
2020/6/29 17:54,34.770198,135.4386572,12,54.90000153,28.10000038,12.8,17.2,14.9,0
2020/6/29 17:54,34.77019798,135.4386573,12.255,54.70000076,28.10000038,13.1,19.7,17.7,0
2020/6/29 17:54,34.77031094,135.4383793,11.723,54.70000076,28.10000038,nan,nan,nan,999
2020/6/29 17:54,34.770311,135.4383792,11.5,54.70000076,28.10000038,13.7,18.1,16.7,0
2020/6/29 17:54,34.7704075,135.438119,12.6,54.90000153,28.10000038,13.8,18,16.7,0
2020/6/29 17:54,34.7704075,135.438119,12.6,54.70000076,28.10000038,13.6,17.9,16.4,0
2020/6/29 17:54,34.770469,135.4378835,12.9,54.70000076,28.10000038,13.8,17.2,15.9,0
2020/6/29 17:54,34.770469,135.4378835,12.9,54.29999924,28.20000076,14.1,17.4,16.4,0
2020/6/29 17:54,34.77024685,135.4377335,15.319,53.79999924,28.29999924,14.1,18.1,17.1,0
2020/6/29 17:55,34.77002483,135.4375957,16.4,53.70000076,28.29999924,15.3,21.6,21.8,0
2020/6/29 17:54,34.77024685,135.4377335,15.319,53.70000076,28.39999962,15.2,21.2,21.3,0
2020/6/29 17:55,nan,nan,13.212,53.70000076,28.39999962,15.3,20.7,20.9,0
2020/6/29 17:55,34.76982433,135.4374595,13,3303.600098,14.19999981,15.4,21,21.3,0
2020/6/29 17:55,34.76961,135.4373293,11.2,53.59999847,28.39999962,15.2,19.9,20,0
2020/6/29 17:55,34.76961006,135.4373294,11.427,53.5,28.39999962,nan,nan,nan,999
2020/6/29 17:55,34.76938017,135.4372062,11.2,53.79999924,28.39999962,15.2,19,19.1,0
